synthetic_id,complaint_type,descriptor,resolution_description,agency,source
524,illegal parking,There is a complaint about truck that is double parked in the bike lane near Main St.,,NYPD,synthetic_rule_training_v2
525,illegal parking,I need to report that car is illegally parked on the sidewalk next to my building.,,NYPD,synthetic_rule_training_v2
526,illegal parking,vehicle is double parked on the street on Forest Ave.,,NYPD,synthetic_rule_training_v2
527,illegal parking,illegal parking: car is parked in no standing zone in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
528,illegal parking,Resident reports commercial vehicle is illegally parked on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
529,illegal parking,Resident reports motorcycle is double parked on the street near Main St.,,NYPD,synthetic_rule_training_v2
530,illegal parking,illegal parking: truck is double parked in front of crosswalk outside school.,,NYPD,synthetic_rule_training_v2
531,illegal parking,illegal parking: motorcycle is parked at hydrant near the corner outside school.,,NYPD,synthetic_rule_training_v2
532,illegal parking,Resident reports commercial vehicle is blocking traffic near the corner by the intersection.,,NYPD,synthetic_rule_training_v2
533,illegal parking,"Please send help, truck is illegally parked in front of crosswalk next to my building.",,NYPD,synthetic_rule_training_v2
534,illegal parking,I need to report that vehicle is parked in no standing zone in front of crosswalk by the intersection.,,NYPD,synthetic_rule_training_v2
535,illegal parking,truck is parked in no standing zone in front of crosswalk outside school.,,NYPD,synthetic_rule_training_v2
536,illegal parking,I need to report that van is parked in no standing zone near the corner outside school.,,NYPD,synthetic_rule_training_v2
537,illegal parking,There is a complaint about vehicle that is blocking traffic on the sidewalk near Main St.,,NYPD,synthetic_rule_training_v2
538,illegal parking,Resident reports truck is double parked on the sidewalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
539,illegal parking,illegal parking: van is parked in no standing zone in front of crosswalk next to my building.,,NYPD,synthetic_rule_training_v2
540,illegal parking,Resident reports van is double parked in the bike lane near Main St.,,NYPD,synthetic_rule_training_v2
541,illegal parking,"Please send help, commercial vehicle is illegally parked on the sidewalk outside school.",,NYPD,synthetic_rule_training_v2
542,illegal parking,motorcycle is double parked on the street outside school.,,NYPD,synthetic_rule_training_v2
543,illegal parking,There is a complaint about commercial vehicle that is blocking traffic in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
544,illegal parking,vehicle is blocking traffic in front of crosswalk near Main St.,,NYPD,synthetic_rule_training_v2
545,illegal parking,There is a complaint about vehicle that is parked at hydrant in the bike lane on Forest Ave.,,NYPD,synthetic_rule_training_v2
546,illegal parking,Resident reports vehicle is illegally parked on the sidewalk near Main St.,,NYPD,synthetic_rule_training_v2
547,illegal parking,I need to report that motorcycle is double parked on the sidewalk near Main St.,,NYPD,synthetic_rule_training_v2
548,illegal parking,illegal parking: truck is parked at hydrant on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
549,illegal parking,illegal parking: commercial vehicle is parked at hydrant in the bike lane outside school.,,NYPD,synthetic_rule_training_v2
550,illegal parking,"Please send help, motorcycle is parked in no standing zone on the sidewalk on Forest Ave.",,NYPD,synthetic_rule_training_v2
551,illegal parking,I need to report that van is parked at hydrant near the corner outside school.,,NYPD,synthetic_rule_training_v2
552,illegal parking,"Please send help, van is illegally parked in front of crosswalk near Main St.",,NYPD,synthetic_rule_training_v2
553,illegal parking,I need to report that vehicle is illegally parked in the bike lane next to my building.,,NYPD,synthetic_rule_training_v2
554,illegal parking,illegal parking: motorcycle is parked in no standing zone in the bike lane near Main St.,,NYPD,synthetic_rule_training_v2
555,illegal parking,Resident reports truck is double parked on the sidewalk next to my building.,,NYPD,synthetic_rule_training_v2
556,illegal parking,Resident reports van is blocking traffic in the bike lane outside school.,,NYPD,synthetic_rule_training_v2
557,illegal parking,There is a complaint about commercial vehicle that is parked in no standing zone on the sidewalk near Main St.,,NYPD,synthetic_rule_training_v2
558,illegal parking,I need to report that truck is double parked near the corner next to my building.,,NYPD,synthetic_rule_training_v2
559,illegal parking,There is a complaint about vehicle that is blocking traffic on the street next to my building.,,NYPD,synthetic_rule_training_v2
560,illegal parking,car is illegally parked on the street by the intersection.,,NYPD,synthetic_rule_training_v2
561,illegal parking,Resident reports commercial vehicle is double parked on the street near Main St.,,NYPD,synthetic_rule_training_v2
562,illegal parking,vehicle is blocking traffic on the sidewalk outside school.,,NYPD,synthetic_rule_training_v2
563,illegal parking,motorcycle is blocking traffic on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
564,illegal parking,car is blocking traffic in front of crosswalk by the intersection.,,NYPD,synthetic_rule_training_v2
565,illegal parking,car is blocking traffic in the bike lane next to my building.,,NYPD,synthetic_rule_training_v2
566,illegal parking,"Please send help, car is blocking traffic on the sidewalk near Main St.",,NYPD,synthetic_rule_training_v2
567,illegal parking,car is blocking traffic near the corner near Main St.,,NYPD,synthetic_rule_training_v2
568,illegal parking,Resident reports motorcycle is blocking traffic in the bike lane outside school.,,NYPD,synthetic_rule_training_v2
569,illegal parking,"Please send help, van is illegally parked in the bike lane by the intersection.",,NYPD,synthetic_rule_training_v2
570,illegal parking,There is a complaint about motorcycle that is double parked near the corner outside school.,,NYPD,synthetic_rule_training_v2
571,illegal parking,I need to report that car is illegally parked on the street by the intersection.,,NYPD,synthetic_rule_training_v2
572,illegal parking,There is a complaint about van that is blocking traffic on the sidewalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
573,illegal parking,I need to report that car is double parked on the street by the intersection.,,NYPD,synthetic_rule_training_v2
574,illegal parking,There is a complaint about commercial vehicle that is parked at hydrant in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
575,illegal parking,illegal parking: car is double parked near the corner next to my building.,,NYPD,synthetic_rule_training_v2
576,illegal parking,There is a complaint about truck that is illegally parked on the street outside school.,,NYPD,synthetic_rule_training_v2
577,illegal parking,illegal parking: motorcycle is illegally parked near the corner outside school.,,NYPD,synthetic_rule_training_v2
578,illegal parking,vehicle is blocking traffic near the corner by the intersection.,,NYPD,synthetic_rule_training_v2
579,illegal parking,truck is double parked in front of crosswalk near Main St.,,NYPD,synthetic_rule_training_v2
580,illegal parking,illegal parking: van is blocking traffic in the bike lane by the intersection.,,NYPD,synthetic_rule_training_v2
581,illegal parking,I need to report that vehicle is illegally parked in front of crosswalk outside school.,,NYPD,synthetic_rule_training_v2
582,illegal parking,car is parked in no standing zone near the corner on Forest Ave.,,NYPD,synthetic_rule_training_v2
583,illegal parking,"Please send help, motorcycle is blocking traffic in front of crosswalk by the intersection.",,NYPD,synthetic_rule_training_v2
584,illegal parking,"Please send help, car is parked at hydrant on the sidewalk by the intersection.",,NYPD,synthetic_rule_training_v2
585,illegal parking,Resident reports truck is blocking traffic on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
586,illegal parking,Resident reports commercial vehicle is blocking traffic on the sidewalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
587,illegal parking,illegal parking: truck is double parked on the street on Forest Ave.,,NYPD,synthetic_rule_training_v2
588,illegal parking,"Please send help, vehicle is parked in no standing zone near the corner by the intersection.",,NYPD,synthetic_rule_training_v2
589,illegal parking,"Please send help, truck is illegally parked on the street on Forest Ave.",,NYPD,synthetic_rule_training_v2
590,illegal parking,"Please send help, van is parked at hydrant in the bike lane on Forest Ave.",,NYPD,synthetic_rule_training_v2
591,illegal parking,Resident reports car is double parked on the sidewalk by the intersection.,,NYPD,synthetic_rule_training_v2
592,illegal parking,illegal parking: motorcycle is blocking traffic on the sidewalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
593,illegal parking,car is parked at hydrant in front of crosswalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
594,illegal parking,illegal parking: motorcycle is parked at hydrant on the sidewalk on Forest Ave.,,NYPD,synthetic_rule_training_v2
595,illegal parking,"Please send help, van is parked in no standing zone on the street next to my building.",,NYPD,synthetic_rule_training_v2
596,illegal parking,Resident reports motorcycle is blocking traffic near the corner by the intersection.,,NYPD,synthetic_rule_training_v2
597,illegal parking,Resident reports vehicle is parked at hydrant in the bike lane outside school.,,NYPD,synthetic_rule_training_v2
598,illegal parking,There is a complaint about vehicle that is illegally parked near the corner by the intersection.,,NYPD,synthetic_rule_training_v2
599,illegal parking,"Please send help, van is parked at hydrant on the sidewalk on Forest Ave.",,NYPD,synthetic_rule_training_v2
600,illegal parking,"Please send help, truck is double parked on the sidewalk next to my building.",,NYPD,synthetic_rule_training_v2
601,noise - residential,noise - residential: apartment upstairs yelling loudly after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
602,noise - residential,"Please send help, neighbor yelling loudly for several hours in residential building.",,NYPD,synthetic_rule_training_v2
603,noise - residential,There is a complaint about residential unit that yelling loudly for several hours above my apartment.,,NYPD,synthetic_rule_training_v2
604,noise - residential,I need to report that people next door making loud noise for several hours next door.,,NYPD,synthetic_rule_training_v2
605,noise - residential,noise - residential: apartment upstairs yelling loudly for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
606,noise - residential,There is a complaint about residential unit that banging on walls every night in residential building.,,NYPD,synthetic_rule_training_v2
607,noise - residential,Resident reports residential unit yelling loudly for several hours above my apartment.,,NYPD,synthetic_rule_training_v2
608,noise - residential,"Please send help, neighbor having a loud party late at night in residential building.",,NYPD,synthetic_rule_training_v2
609,noise - residential,noise - residential: apartment upstairs having a loud party after midnight above my apartment.,,NYPD,synthetic_rule_training_v2
610,noise - residential,I need to report that apartment upstairs yelling loudly for several hours in the building.,,NYPD,synthetic_rule_training_v2
611,noise - residential,There is a complaint about party that making loud noise for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
612,noise - residential,"Please send help, apartment upstairs yelling loudly every night in the building.",,NYPD,synthetic_rule_training_v2
613,noise - residential,There is a complaint about people next door that yelling loudly during quiet hours above my apartment.,,NYPD,synthetic_rule_training_v2
614,noise - residential,noise - residential: people next door yelling loudly during quiet hours in the building.,,NYPD,synthetic_rule_training_v2
615,noise - residential,"Please send help, people next door having a loud party after midnight in the building.",,NYPD,synthetic_rule_training_v2
616,noise - residential,Resident reports residential unit making loud noise during quiet hours in the building.,,NYPD,synthetic_rule_training_v2
617,noise - residential,noise - residential: party banging on walls every night in the building.,,NYPD,synthetic_rule_training_v2
618,noise - residential,neighbor banging on walls late at night in residential building.,,NYPD,synthetic_rule_training_v2
619,noise - residential,I need to report that people next door having a loud party during quiet hours in residential building.,,NYPD,synthetic_rule_training_v2
620,noise - residential,Resident reports party banging on walls every night above my apartment.,,NYPD,synthetic_rule_training_v2
621,noise - residential,I need to report that people next door having a loud party late at night next door.,,NYPD,synthetic_rule_training_v2
622,noise - residential,party playing loud music for several hours above my apartment.,,NYPD,synthetic_rule_training_v2
623,noise - residential,neighbor making loud noise for several hours next door.,,NYPD,synthetic_rule_training_v2
624,noise - residential,"Please send help, party making loud noise during quiet hours above my apartment.",,NYPD,synthetic_rule_training_v2
625,noise - residential,"Please send help, party playing loud music every night above my apartment.",,NYPD,synthetic_rule_training_v2
626,noise - residential,"Please send help, neighbor banging on walls after midnight in the building.",,NYPD,synthetic_rule_training_v2
627,noise - residential,residential unit playing loud music late at night on Forest Ave.,,NYPD,synthetic_rule_training_v2
628,noise - residential,noise - residential: apartment upstairs having a loud party late at night next door.,,NYPD,synthetic_rule_training_v2
629,noise - residential,noise - residential: party yelling loudly late at night above my apartment.,,NYPD,synthetic_rule_training_v2
630,noise - residential,I need to report that apartment upstairs making loud noise every night above my apartment.,,NYPD,synthetic_rule_training_v2
631,noise - residential,people next door making loud noise every night in residential building.,,NYPD,synthetic_rule_training_v2
632,noise - residential,There is a complaint about party that playing loud music late at night on Forest Ave.,,NYPD,synthetic_rule_training_v2
633,noise - residential,"Please send help, neighbor having a loud party after midnight in residential building.",,NYPD,synthetic_rule_training_v2
634,noise - residential,Resident reports residential unit banging on walls late at night above my apartment.,,NYPD,synthetic_rule_training_v2
635,noise - residential,residential unit yelling loudly during quiet hours next door.,,NYPD,synthetic_rule_training_v2
636,noise - residential,noise - residential: party having a loud party every night in residential building.,,NYPD,synthetic_rule_training_v2
637,noise - residential,residential unit banging on walls every night in residential building.,,NYPD,synthetic_rule_training_v2
638,noise - residential,Resident reports residential unit having a loud party during quiet hours in the building.,,NYPD,synthetic_rule_training_v2
639,noise - residential,I need to report that apartment upstairs banging on walls after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
640,noise - residential,"Please send help, neighbor making loud noise for several hours on Forest Ave.",,NYPD,synthetic_rule_training_v2
641,noise - residential,noise - residential: party yelling loudly during quiet hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
642,noise - residential,noise - residential: party yelling loudly late at night above my apartment.,,NYPD,synthetic_rule_training_v2
643,noise - residential,I need to report that people next door making loud noise during quiet hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
644,noise - residential,There is a complaint about residential unit that making loud noise late at night next door.,,NYPD,synthetic_rule_training_v2
645,noise - residential,There is a complaint about people next door that playing loud music for several hours in the building.,,NYPD,synthetic_rule_training_v2
646,noise - residential,There is a complaint about apartment upstairs that making loud noise every night in residential building.,,NYPD,synthetic_rule_training_v2
647,noise - residential,noise - residential: party yelling loudly every night above my apartment.,,NYPD,synthetic_rule_training_v2
648,noise - residential,I need to report that party yelling loudly late at night in the building.,,NYPD,synthetic_rule_training_v2
649,noise - residential,noise - residential: neighbor making loud noise for several hours in the building.,,NYPD,synthetic_rule_training_v2
650,noise - residential,"Please send help, apartment upstairs having a loud party for several hours on Forest Ave.",,NYPD,synthetic_rule_training_v2
651,noise - residential,There is a complaint about people next door that yelling loudly during quiet hours in residential building.,,NYPD,synthetic_rule_training_v2
652,noise - residential,people next door playing loud music for several hours in residential building.,,NYPD,synthetic_rule_training_v2
653,noise - residential,"Please send help, people next door playing loud music every night in residential building.",,NYPD,synthetic_rule_training_v2
654,noise - residential,Resident reports party playing loud music late at night next door.,,NYPD,synthetic_rule_training_v2
655,noise - residential,party banging on walls for several hours in the building.,,NYPD,synthetic_rule_training_v2
656,noise - residential,There is a complaint about neighbor that making loud noise late at night in residential building.,,NYPD,synthetic_rule_training_v2
657,noise - residential,I need to report that residential unit having a loud party every night on Forest Ave.,,NYPD,synthetic_rule_training_v2
658,noise - residential,noise - residential: apartment upstairs making loud noise late at night in the building.,,NYPD,synthetic_rule_training_v2
659,noise - residential,noise - residential: residential unit having a loud party for several hours in residential building.,,NYPD,synthetic_rule_training_v2
660,noise - residential,noise - residential: apartment upstairs banging on walls for several hours next door.,,NYPD,synthetic_rule_training_v2
661,noise - residential,noise - residential: residential unit having a loud party after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
662,noise - residential,There is a complaint about neighbor that banging on walls late at night on Forest Ave.,,NYPD,synthetic_rule_training_v2
663,noise - residential,Resident reports apartment upstairs banging on walls late at night above my apartment.,,NYPD,synthetic_rule_training_v2
664,noise - residential,There is a complaint about apartment upstairs that having a loud party for several hours above my apartment.,,NYPD,synthetic_rule_training_v2
665,noise - residential,There is a complaint about party that playing loud music after midnight above my apartment.,,NYPD,synthetic_rule_training_v2
666,noise - residential,noise - residential: residential unit banging on walls every night above my apartment.,,NYPD,synthetic_rule_training_v2
667,noise - residential,"Please send help, people next door playing loud music after midnight above my apartment.",,NYPD,synthetic_rule_training_v2
668,noise - residential,I need to report that residential unit playing loud music during quiet hours above my apartment.,,NYPD,synthetic_rule_training_v2
669,noise - residential,Resident reports party making loud noise every night next door.,,NYPD,synthetic_rule_training_v2
670,noise - residential,"Please send help, residential unit banging on walls during quiet hours in residential building.",,NYPD,synthetic_rule_training_v2
671,noise - residential,Resident reports people next door yelling loudly for several hours in the building.,,NYPD,synthetic_rule_training_v2
672,noise - residential,neighbor yelling loudly after midnight in the building.,,NYPD,synthetic_rule_training_v2
673,noise - residential,Resident reports party yelling loudly after midnight above my apartment.,,NYPD,synthetic_rule_training_v2
674,noise - residential,Resident reports apartment upstairs banging on walls late at night next door.,,NYPD,synthetic_rule_training_v2
675,noise - residential,residential unit banging on walls after midnight next door.,,NYPD,synthetic_rule_training_v2
676,noise - residential,I need to report that apartment upstairs playing loud music every night next door.,,NYPD,synthetic_rule_training_v2
677,noise - residential,I need to report that apartment upstairs yelling loudly after midnight in the building.,,NYPD,synthetic_rule_training_v2
678,noise - residential,apartment upstairs yelling loudly after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
679,noise - residential,noise - residential: apartment upstairs having a loud party every night in the building.,,NYPD,synthetic_rule_training_v2
680,noise - residential,residential unit playing loud music every night on Forest Ave.,,NYPD,synthetic_rule_training_v2
681,noise - residential,There is a complaint about neighbor that making loud noise every night in the building.,,NYPD,synthetic_rule_training_v2
682,noise - residential,I need to report that neighbor playing loud music for several hours next door.,,NYPD,synthetic_rule_training_v2
683,noise - residential,"Please send help, apartment upstairs yelling loudly late at night on Forest Ave.",,NYPD,synthetic_rule_training_v2
684,noise - residential,people next door having a loud party after midnight in residential building.,,NYPD,synthetic_rule_training_v2
685,noise - residential,I need to report that apartment upstairs yelling loudly for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
686,noise - residential,I need to report that apartment upstairs yelling loudly during quiet hours above my apartment.,,NYPD,synthetic_rule_training_v2
687,noise - residential,Resident reports neighbor playing loud music late at night in the building.,,NYPD,synthetic_rule_training_v2
688,noise - residential,noise - residential: party banging on walls every night next door.,,NYPD,synthetic_rule_training_v2
689,noise - residential,Resident reports apartment upstairs banging on walls after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
690,noise - residential,noise - residential: people next door having a loud party during quiet hours next door.,,NYPD,synthetic_rule_training_v2
691,noise - residential,I need to report that neighbor banging on walls late at night in residential building.,,NYPD,synthetic_rule_training_v2
692,noise - residential,noise - residential: people next door making loud noise every night next door.,,NYPD,synthetic_rule_training_v2
693,noise - residential,I need to report that neighbor making loud noise every night above my apartment.,,NYPD,synthetic_rule_training_v2
694,noise - residential,apartment upstairs yelling loudly during quiet hours in the building.,,NYPD,synthetic_rule_training_v2
695,noise - residential,noise - residential: neighbor banging on walls for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
696,noise - residential,There is a complaint about people next door that yelling loudly for several hours in residential building.,,NYPD,synthetic_rule_training_v2
697,noise - residential,I need to report that apartment upstairs yelling loudly after midnight in the building.,,NYPD,synthetic_rule_training_v2
698,noise - residential,noise - residential: neighbor playing loud music for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
699,noise - residential,neighbor yelling loudly during quiet hours next door.,,NYPD,synthetic_rule_training_v2
700,noise - residential,I need to report that people next door yelling loudly every night above my apartment.,,NYPD,synthetic_rule_training_v2
701,noise - residential,people next door having a loud party during quiet hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
702,noise - residential,"Please send help, neighbor banging on walls after midnight in residential building.",,NYPD,synthetic_rule_training_v2
703,noise - residential,Resident reports apartment upstairs having a loud party for several hours above my apartment.,,NYPD,synthetic_rule_training_v2
704,noise - residential,noise - residential: neighbor banging on walls every night on Forest Ave.,,NYPD,synthetic_rule_training_v2
705,noise - residential,apartment upstairs playing loud music every night in the building.,,NYPD,synthetic_rule_training_v2
706,noise - residential,There is a complaint about people next door that having a loud party after midnight next door.,,NYPD,synthetic_rule_training_v2
707,noise - residential,I need to report that apartment upstairs playing loud music after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
708,noise - residential,I need to report that neighbor making loud noise every night next door.,,NYPD,synthetic_rule_training_v2
709,noise - residential,noise - residential: people next door banging on walls late at night next door.,,NYPD,synthetic_rule_training_v2
710,noise - residential,Resident reports residential unit playing loud music after midnight next door.,,NYPD,synthetic_rule_training_v2
711,noise - residential,There is a complaint about residential unit that having a loud party after midnight next door.,,NYPD,synthetic_rule_training_v2
712,noise - residential,I need to report that people next door playing loud music every night above my apartment.,,NYPD,synthetic_rule_training_v2
713,noise - residential,noise - residential: residential unit playing loud music every night in residential building.,,NYPD,synthetic_rule_training_v2
714,noise - residential,Resident reports residential unit making loud noise for several hours in the building.,,NYPD,synthetic_rule_training_v2
715,noise - residential,noise - residential: neighbor making loud noise during quiet hours in the building.,,NYPD,synthetic_rule_training_v2
716,noise - residential,neighbor making loud noise after midnight above my apartment.,,NYPD,synthetic_rule_training_v2
717,noise - residential,"Please send help, party making loud noise late at night in the building.",,NYPD,synthetic_rule_training_v2
718,noise - residential,noise - residential: party making loud noise for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
719,noise - residential,There is a complaint about residential unit that banging on walls after midnight in residential building.,,NYPD,synthetic_rule_training_v2
720,noise - residential,"Please send help, neighbor having a loud party after midnight on Forest Ave.",,NYPD,synthetic_rule_training_v2
721,noise - residential,Resident reports people next door playing loud music every night in the building.,,NYPD,synthetic_rule_training_v2
722,noise - residential,There is a complaint about residential unit that banging on walls for several hours in the building.,,NYPD,synthetic_rule_training_v2
723,noise - residential,noise - residential: party playing loud music for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
724,noise - residential,"Please send help, people next door banging on walls during quiet hours on Forest Ave.",,NYPD,synthetic_rule_training_v2
725,noise - residential,There is a complaint about residential unit that having a loud party every night on Forest Ave.,,NYPD,synthetic_rule_training_v2
726,noise - residential,I need to report that people next door making loud noise late at night in the building.,,NYPD,synthetic_rule_training_v2
727,noise - residential,There is a complaint about neighbor that making loud noise during quiet hours next door.,,NYPD,synthetic_rule_training_v2
728,noise - residential,I need to report that neighbor banging on walls after midnight above my apartment.,,NYPD,synthetic_rule_training_v2
729,noise - residential,I need to report that residential unit playing loud music late at night in residential building.,,NYPD,synthetic_rule_training_v2
730,noise - residential,Resident reports party yelling loudly after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
731,noise - residential,I need to report that residential unit playing loud music after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
732,noise - residential,noise - residential: party banging on walls every night in the building.,,NYPD,synthetic_rule_training_v2
733,noise - residential,noise - residential: neighbor having a loud party late at night above my apartment.,,NYPD,synthetic_rule_training_v2
734,noise - residential,people next door having a loud party after midnight above my apartment.,,NYPD,synthetic_rule_training_v2
735,noise - residential,I need to report that apartment upstairs making loud noise for several hours next door.,,NYPD,synthetic_rule_training_v2
736,noise - residential,"Please send help, party banging on walls for several hours above my apartment.",,NYPD,synthetic_rule_training_v2
737,noise - residential,"Please send help, apartment upstairs playing loud music late at night on Forest Ave.",,NYPD,synthetic_rule_training_v2
738,noise - residential,noise - residential: neighbor making loud noise after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
739,noise - residential,There is a complaint about party that banging on walls every night in the building.,,NYPD,synthetic_rule_training_v2
740,noise - residential,noise - residential: residential unit making loud noise every night next door.,,NYPD,synthetic_rule_training_v2
741,noise - residential,There is a complaint about residential unit that playing loud music after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
742,noise - residential,I need to report that residential unit having a loud party after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
743,noise - residential,"Please send help, apartment upstairs playing loud music late at night next door.",,NYPD,synthetic_rule_training_v2
744,noise - residential,There is a complaint about people next door that playing loud music for several hours next door.,,NYPD,synthetic_rule_training_v2
745,noise - residential,Resident reports neighbor yelling loudly every night in residential building.,,NYPD,synthetic_rule_training_v2
746,noise - residential,I need to report that people next door making loud noise after midnight above my apartment.,,NYPD,synthetic_rule_training_v2
747,noise - residential,apartment upstairs playing loud music after midnight in the building.,,NYPD,synthetic_rule_training_v2
748,noise - residential,Resident reports apartment upstairs making loud noise every night next door.,,NYPD,synthetic_rule_training_v2
749,noise - residential,I need to report that neighbor having a loud party during quiet hours next door.,,NYPD,synthetic_rule_training_v2
750,noise - residential,neighbor playing loud music late at night above my apartment.,,NYPD,synthetic_rule_training_v2
751,noise - residential,Resident reports neighbor banging on walls after midnight in the building.,,NYPD,synthetic_rule_training_v2
752,noise - residential,There is a complaint about neighbor that making loud noise during quiet hours above my apartment.,,NYPD,synthetic_rule_training_v2
753,noise - residential,I need to report that party yelling loudly after midnight above my apartment.,,NYPD,synthetic_rule_training_v2
754,noise - residential,I need to report that party making loud noise for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
755,noise - residential,Resident reports residential unit banging on walls every night on Forest Ave.,,NYPD,synthetic_rule_training_v2
756,noise - residential,people next door having a loud party during quiet hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
757,noise - residential,I need to report that residential unit yelling loudly every night in residential building.,,NYPD,synthetic_rule_training_v2
758,noise - residential,There is a complaint about neighbor that playing loud music for several hours above my apartment.,,NYPD,synthetic_rule_training_v2
759,noise - residential,Resident reports party making loud noise during quiet hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
760,noise - residential,I need to report that people next door playing loud music every night next door.,,NYPD,synthetic_rule_training_v2
761,noise - residential,There is a complaint about people next door that yelling loudly for several hours in residential building.,,NYPD,synthetic_rule_training_v2
762,noise - residential,noise - residential: residential unit yelling loudly for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
763,noise - residential,residential unit having a loud party late at night in the building.,,NYPD,synthetic_rule_training_v2
764,noise - residential,"Please send help, neighbor yelling loudly during quiet hours next door.",,NYPD,synthetic_rule_training_v2
765,noise - residential,noise - residential: apartment upstairs making loud noise after midnight on Forest Ave.,,NYPD,synthetic_rule_training_v2
766,noise - residential,I need to report that apartment upstairs banging on walls during quiet hours in the building.,,NYPD,synthetic_rule_training_v2
767,noise - residential,Resident reports people next door yelling loudly for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
768,noise - residential,Resident reports apartment upstairs having a loud party for several hours next door.,,NYPD,synthetic_rule_training_v2
769,noise - residential,noise - residential: neighbor banging on walls during quiet hours in residential building.,,NYPD,synthetic_rule_training_v2
770,noise - residential,Resident reports people next door making loud noise every night in residential building.,,NYPD,synthetic_rule_training_v2
771,noise - residential,"Please send help, apartment upstairs yelling loudly after midnight in the building.",,NYPD,synthetic_rule_training_v2
772,noise - residential,apartment upstairs having a loud party late at night in the building.,,NYPD,synthetic_rule_training_v2
773,noise - residential,noise - residential: party playing loud music for several hours in residential building.,,NYPD,synthetic_rule_training_v2
774,noise - residential,Resident reports apartment upstairs banging on walls late at night next door.,,NYPD,synthetic_rule_training_v2
775,noise - residential,neighbor making loud noise during quiet hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
776,noise - residential,people next door banging on walls after midnight next door.,,NYPD,synthetic_rule_training_v2
777,noise - residential,I need to report that party having a loud party after midnight next door.,,NYPD,synthetic_rule_training_v2
778,noise - residential,"Please send help, residential unit making loud noise late at night above my apartment.",,NYPD,synthetic_rule_training_v2
779,noise - residential,I need to report that party banging on walls late at night in residential building.,,NYPD,synthetic_rule_training_v2
780,noise - residential,I need to report that people next door banging on walls late at night in residential building.,,NYPD,synthetic_rule_training_v2
781,noise - residential,Resident reports party banging on walls for several hours on Forest Ave.,,NYPD,synthetic_rule_training_v2
782,noise - residential,Resident reports neighbor having a loud party every night in residential building.,,NYPD,synthetic_rule_training_v2
783,noise - residential,apartment upstairs having a loud party for several hours in residential building.,,NYPD,synthetic_rule_training_v2
784,noise - residential,Resident reports people next door playing loud music every night on Forest Ave.,,NYPD,synthetic_rule_training_v2
785,noise - residential,"Please send help, neighbor making loud noise for several hours next door.",,NYPD,synthetic_rule_training_v2
786,noise - residential,Resident reports neighbor banging on walls every night in the building.,,NYPD,synthetic_rule_training_v2
787,noise - residential,"Please send help, apartment upstairs making loud noise after midnight next door.",,NYPD,synthetic_rule_training_v2
788,noise - residential,"Please send help, neighbor playing loud music after midnight above my apartment.",,NYPD,synthetic_rule_training_v2
789,noise - residential,There is a complaint about party that making loud noise every night above my apartment.,,NYPD,synthetic_rule_training_v2
790,noise - residential,There is a complaint about residential unit that having a loud party every night in the building.,,NYPD,synthetic_rule_training_v2
791,noise - residential,There is a complaint about people next door that making loud noise late at night above my apartment.,,NYPD,synthetic_rule_training_v2
